SettlementPoint,Year,Month,AveragePrice
HB_HUBAVG,2017,4,24.83048611111111
HB_HUBAVG,2017,5,25.90502688172043
HB_HUBAVG,2017,6,28.51384722222222
HB_HUBAVG,2017,7,31.864408602150537
HB_HUBAVG,2017,8,27.83861559139785
HB_HUBAVG,2017,9,24.519694444444443
HB_HUBAVG,2017,10,24.701451612903227
HB_HUBAVG,2017,11,23.16713888888889
HB_HUBAVG,2017,12,21.209852150537635
HB_HUBAVG,2018,1,37.7730376344086
HB_HUBAVG,2018,2,21.830059523809524
HB_HUBAVG,2018,3,22.40343203230148
HB_HUBAVG,2018,4,22.450305555555556
HB_HUBAVG,2018,5,32.834852150537635
HB_HUBAVG,2018,6,29.781861111111112
HB_HUBAVG,2018,7,78.8323252688172
HB_HUBAVG,2018,8,31.694583333333334
HB_HUBAVG,2018,9,27.05302777777778
HB_HUBAVG,2018,10,29.889112903225808
HB_HUBAVG,2018,11,30.277208333333334
HB_HUBAVG,2018,12,30.191989247311827
HB_HUBAVG,2019,1,24.68340053763441
HB_HUBAVG,2019,2,21.25063988095238
HB_HUBAVG,2019,3,27.189030955585466
HB_HUBAVG,2019,4,22.221166666666665
HB_HUBAVG,2019,5,23.883763440860214
HB_HUBAVG,2019,6,25.171541666666666
HB_HUBAVG,2019,7,29.696236559139784
HB_HUBAVG,2019,8,126.34983870967741
HB_HUBAVG,2019,9,79.45919444444445
HB_HUBAVG,2019,10,28.131760752688173
HB_HUBAVG,2019,11,23.257236111111112
HB_HUBAVG,2019,12,18.62337365591398
HB_NORTH,2016,1,19.133306451612903
HB_NORTH,2016,2,15.292658045977012
HB_NORTH,2016,3,16.859367429340512
HB_NORTH,2016,4,18.350666666666665
HB_NORTH,2016,5,17.905631720430108
HB_NORTH,2016,6,23.158055555555556
HB_NORTH,2016,7,26.800793010752688
HB_NORTH,2016,8,29.828387096774193
HB_NORTH,2016,9,26.249180555555554
HB_NORTH,2016,10,24.005255376344085
HB_NORTH,2016,11,18.66488888888889
HB_NORTH,2016,12,25.14904569892473
HB_NORTH,2017,1,22.991854838709678
HB_NORTH,2017,2,19.448199404761905
HB_NORTH,2017,3,21.22777927321669
HB_NORTH,2017,4,21.410555555555554
HB_NORTH,2017,5,23.419919354838708
HB_NORTH,2017,6,25.890569444444445
HB_NORTH,2017,7,30.65431451612903
HB_NORTH,2017,8,26.832728494623655
HB_NORTH,2017,9,23.34611111111111
HB_NORTH,2017,10,21.40590053763441
HB_NORTH,2017,11,21.596208333333333
HB_NORTH,2017,12,20.952997311827957
HB_NORTH,2018,1,37.58590053763441
HB_NORTH,2018,2,21.76702380952381
HB_NORTH,2018,3,22.608008075370122
HB_NORTH,2018,4,23.522916666666667
HB_NORTH,2018,5,35.30614247311828
HB_NORTH,2018,6,30.21188888888889
HB_NORTH,2018,7,78.96845430107527
HB_NORTH,2018,8,31.603051075268816
HB_NORTH,2018,9,27.29963888888889
HB_NORTH,2018,10,30.034166666666668
HB_NORTH,2018,11,31.23488888888889
HB_NORTH,2018,12,30.398266129032258
HB_NORTH,2019,1,24.33263440860215
HB_NORTH,2019,2,20.864955357142858
HB_NORTH,2019,3,28.10371467025572
HB_NORTH,2019,4,22.99740277777778
HB_NORTH,2019,5,23.978884408602152
HB_NORTH,2019,6,25.175819444444443
HB_NORTH,2019,7,29.781290322580645
HB_NORTH,2019,8,126.52185483870967
HB_NORTH,2019,9,79.91958333333334
HB_NORTH,2019,10,27.995967741935484
HB_NORTH,2019,11,23.628611111111113
HB_NORTH,2019,12,18.731989247311827
HB_PAN,2019,4,16.548766666666666
HB_PAN,2019,5,16.414327956989247
HB_PAN,2019,6,20.731319444444445
HB_PAN,2019,7,28.384569892473117
HB_PAN,2019,8,124.99173387096774
HB_PAN,2019,9,72.85329166666666
HB_PAN,2019,10,18.71676075268817
HB_PAN,2019,11,11.661291666666667
HB_PAN,2019,12,8.817244623655913
HB_SOUTH,2016,1,19.21005376344086
HB_SOUTH,2016,2,15.333591954022989
HB_SOUTH,2016,3,16.763109017496635
HB_SOUTH,2016,4,18.51290277777778
HB_SOUTH,2016,5,18.57045698924731
HB_SOUTH,2016,6,24.645375
HB_SOUTH,2016,7,26.960255376344087
HB_SOUTH,2016,8,31.207970430107526
HB_SOUTH,2016,9,27.405569444444446
HB_SOUTH,2016,10,26.689663978494625
HB_SOUTH,2016,11,20.148833333333332
HB_SOUTH,2016,12,25.708991935483873
HB_SOUTH,2017,1,23.62481182795699
HB_SOUTH,2017,2,21.079360119047617
HB_SOUTH,2017,3,23.680753701211305
HB_SOUTH,2017,4,25.609402777777778
HB_SOUTH,2017,5,26.495013440860216
HB_SOUTH,2017,6,29.654694444444445
HB_SOUTH,2017,7,32.1294623655914
HB_SOUTH,2017,8,28.31502688172043
HB_SOUTH,2017,9,25.515097222222224
HB_SOUTH,2017,10,25.563655913978494
HB_SOUTH,2017,11,23.977180555555556
HB_SOUTH,2017,12,21.997916666666665
HB_SOUTH,2018,1,39.498145161290324
HB_SOUTH,2018,2,22.30639880952381
HB_SOUTH,2018,3,22.888452220726784
HB_SOUTH,2018,4,24.471888888888888
HB_SOUTH,2018,5,34.226075268817205
HB_SOUTH,2018,6,30.068638888888888
HB_SOUTH,2018,7,78.84737903225806
HB_SOUTH,2018,8,31.66752688172043
HB_SOUTH,2018,9,27.189805555555555
HB_SOUTH,2018,10,29.772513440860216
HB_SOUTH,2018,11,29.837180555555555
HB_SOUTH,2018,12,30.089301075268818
HB_SOUTH,2019,1,25.08606182795699
HB_SOUTH,2019,2,22.12563988095238
HB_SOUTH,2019,3,27.13555854643338
HB_SOUTH,2019,4,22.463333333333335
HB_SOUTH,2019,5,24.05994623655914
HB_SOUTH,2019,6,23.90436111111111
HB_SOUTH,2019,7,29.6375
HB_SOUTH,2019,8,125.93654569892473
HB_SOUTH,2019,9,78.90047222222222
HB_SOUTH,2019,10,29.46840053763441
HB_SOUTH,2019,11,23.718555555555554
HB_SOUTH,2019,12,18.952513440860216
HB_WEST,2016,1,19.126559139784945
HB_WEST,2016,2,14.988663793103449
HB_WEST,2016,3,15.871668909825033
HB_WEST,2016,4,16.86275
HB_WEST,2016,5,17.337674731182794
HB_WEST,2016,6,23.141930555555554
HB_WEST,2016,7,26.54356182795699
HB_WEST,2016,8,29.78673387096774
HB_WEST,2016,9,26.35425
HB_WEST,2016,10,24.11393817204301
HB_WEST,2016,11,18.778416666666665
HB_WEST,2016,12,24.86266129032258
HB_WEST,2017,1,21.901720430107527
HB_WEST,2017,2,17.61668154761905
HB_WEST,2017,3,19.813593539703902
HB_WEST,2017,4,19.99609722222222
HB_WEST,2017,5,22.166612903225808
HB_WEST,2017,6,25.331694444444445
HB_WEST,2017,7,30.29364247311828
HB_WEST,2017,8,26.817043010752688
HB_WEST,2017,9,22.678819444444443
HB_WEST,2017,10,21.69383064516129
HB_WEST,2017,11,21.001791666666666
HB_WEST,2017,12,20.338037634408604
HB_WEST,2018,1,36.05163978494624
HB_WEST,2018,2,21.087604166666665
HB_WEST,2018,3,20.333620457604308
HB_WEST,2018,4,17.156625
HB_WEST,2018,5,27.692016129032258
HB_WEST,2018,6,28.27702777777778
HB_WEST,2018,7,78.51755376344086
HB_WEST,2018,8,31.560120967741934
HB_WEST,2018,9,26.13959722222222
HB_WEST,2018,10,28.76133064516129
HB_WEST,2018,11,28.71525
HB_WEST,2018,12,29.944005376344087
HB_WEST,2019,1,23.881545698924732
HB_WEST,2019,2,20.491160714285716
HB_WEST,2019,3,25.669676985195157
HB_WEST,2019,4,19.551875
HB_WEST,2019,5,22.70266129032258
HB_WEST,2019,6,24.708555555555556
HB_WEST,2019,7,29.45547043010753
HB_WEST,2019,8,126.31528225806451
HB_WEST,2019,9,78.42925
HB_WEST,2019,10,24.668131720430107
HB_WEST,2019,11,21.66026388888889
HB_WEST,2019,12,18.136424731182796
LZ_AEN,2016,1,19.324663978494623
LZ_AEN,2016,2,15.448290229885057
LZ_AEN,2016,3,16.85507402422611
LZ_AEN,2016,4,18.256069444444446
LZ_AEN,2016,5,18.124905913978495
LZ_AEN,2016,6,24.237513888888888
LZ_AEN,2016,7,27.976102150537635
LZ_AEN,2016,8,30.699516129032258
LZ_AEN,2016,9,26.71086111111111
LZ_AEN,2016,10,25.62290322580645
LZ_AEN,2016,11,19.640041666666665
LZ_AEN,2016,12,25.870174731182797
LZ_AEN,2017,1,23.404475806451615
LZ_AEN,2017,2,20.60532738095238
LZ_AEN,2017,3,22.99701211305518
LZ_AEN,2017,4,24.118083333333335
LZ_AEN,2017,5,25.293844086021505
LZ_AEN,2017,6,27.91663888888889
LZ_AEN,2017,7,31.40143817204301
LZ_AEN,2017,8,27.465618279569892
LZ_AEN,2017,9,24.628805555555555
LZ_AEN,2017,10,24.019905913978494
LZ_AEN,2017,11,23.019444444444446
LZ_AEN,2017,12,21.06293010752688
LZ_AEN,2018,1,38.83798387096774
LZ_AEN,2018,2,21.91388392857143
LZ_AEN,2018,3,22.202826379542397
LZ_AEN,2018,4,22.18848611111111
LZ_AEN,2018,5,33.16616935483871
LZ_AEN,2018,6,30.286125
LZ_AEN,2018,7,78.95137096774194
LZ_AEN,2018,8,31.732137096774192
LZ_AEN,2018,9,27.167305555555554
LZ_AEN,2018,10,30.31
LZ_AEN,2018,11,30.468083333333333
LZ_AEN,2018,12,30.094758064516128
LZ_AEN,2019,1,25.107956989247313
LZ_AEN,2019,2,21.513809523809524
LZ_AEN,2019,3,27.742180349932706
LZ_AEN,2019,4,23.270347222222224
LZ_AEN,2019,5,24.676236559139785
LZ_AEN,2019,6,24.41679166666667
LZ_AEN,2019,7,29.709086021505374
LZ_AEN,2019,8,126.52692204301076
LZ_AEN,2019,9,80.16959722222222
LZ_AEN,2019,10,29.280443548387098
LZ_AEN,2019,11,24.40801388888889
LZ_AEN,2019,12,19.05170698924731
LZ_CPS,2016,1,19.353844086021507
LZ_CPS,2016,2,15.520014367816092
LZ_CPS,2016,3,16.898183041722746
LZ_CPS,2016,4,19.06936111111111
LZ_CPS,2016,5,18.47986559139785
LZ_CPS,2016,6,24.958069444444444
LZ_CPS,2016,7,27.967956989247313
LZ_CPS,2016,8,31.306572580645163
LZ_CPS,2016,9,28.13025
LZ_CPS,2016,10,26.25029569892473
LZ_CPS,2016,11,21.714666666666666
LZ_CPS,2016,12,26.596424731182797
LZ_CPS,2017,1,23.772567204301076
LZ_CPS,2017,2,20.919479166666665
LZ_CPS,2017,3,23.861547779273216
LZ_CPS,2017,4,25.337902777777778
LZ_CPS,2017,5,26.53702956989247
LZ_CPS,2017,6,30.416
LZ_CPS,2017,7,32.11529569892473
LZ_CPS,2017,8,28.137567204301074
LZ_CPS,2017,9,25.136652777777776
LZ_CPS,2017,10,25.27595430107527
LZ_CPS,2017,11,23.572569444444444
LZ_CPS,2017,12,22.048373655913977
LZ_CPS,2018,1,41.31287634408602
LZ_CPS,2018,2,22.51739583333333
LZ_CPS,2018,3,25.289273216689097
LZ_CPS,2018,4,26.535375
LZ_CPS,2018,5,36.05559139784946
LZ_CPS,2018,6,30.72727777777778
LZ_CPS,2018,7,79.12443548387097
LZ_CPS,2018,8,31.86568548387097
LZ_CPS,2018,9,27.51298611111111
LZ_CPS,2018,10,31.635967741935485
LZ_CPS,2018,11,32.04120833333333
LZ_CPS,2018,12,30.309220430107526
LZ_CPS,2019,1,26.798333333333332
LZ_CPS,2019,2,24.110119047619047
LZ_CPS,2019,3,29.351695827725436
LZ_CPS,2019,4,25.36359722222222
LZ_CPS,2019,5,26.246075268817204
LZ_CPS,2019,6,26.391291666666667
LZ_CPS,2019,7,30.66717741935484
LZ_CPS,2019,8,127.69620967741936
LZ_CPS,2019,9,82.43634722222222
LZ_CPS,2019,10,33.553602150537635
LZ_CPS,2019,11,25.57513888888889
LZ_CPS,2019,12,19.997862903225805
LZ_HOUSTON,2016,1,19.56393817204301
LZ_HOUSTON,2016,2,15.487988505747126
LZ_HOUSTON,2016,3,17.206729475100943
LZ_HOUSTON,2016,4,19.128930555555556
LZ_HOUSTON,2016,5,19.90399193548387
LZ_HOUSTON,2016,6,29.91508333333333
LZ_HOUSTON,2016,7,29.91186827956989
LZ_HOUSTON,2016,8,33.56354838709677
LZ_HOUSTON,2016,9,29.032680555555554
LZ_HOUSTON,2016,10,28.54581989247312
LZ_HOUSTON,2016,11,20.437680555555556
LZ_HOUSTON,2016,12,25.736841397849464
LZ_HOUSTON,2017,1,24.82736559139785
LZ_HOUSTON,2017,2,23.51721726190476
LZ_HOUSTON,2017,3,28.742005383580082
LZ_HOUSTON,2017,4,32.96706944444445
LZ_HOUSTON,2017,5,32.36264784946236
LZ_HOUSTON,2017,6,33.66891666666667
LZ_HOUSTON,2017,7,34.725833333333334
LZ_HOUSTON,2017,8,30.031478494623656
LZ_HOUSTON,2017,9,27.410027777777778
LZ_HOUSTON,2017,10,31.339381720430108
LZ_HOUSTON,2017,11,26.339625
LZ_HOUSTON,2017,12,21.97978494623656
LZ_HOUSTON,2018,1,38.04498655913979
LZ_HOUSTON,2018,2,22.375848214285714
LZ_HOUSTON,2018,3,23.933458950201885
LZ_HOUSTON,2018,4,24.728347222222222
LZ_HOUSTON,2018,5,35.5330376344086
LZ_HOUSTON,2018,6,31.802347222222224
LZ_HOUSTON,2018,7,79.56653225806451
LZ_HOUSTON,2018,8,32.159623655913975
LZ_HOUSTON,2018,9,27.722416666666668
LZ_HOUSTON,2018,10,31.78111559139785
LZ_HOUSTON,2018,11,31.730333333333334
LZ_HOUSTON,2018,12,30.462069892473117
LZ_HOUSTON,2019,1,25.55008064516129
LZ_HOUSTON,2019,2,21.644255952380952
LZ_HOUSTON,2019,3,28.080323014804843
LZ_HOUSTON,2019,4,24.264583333333334
LZ_HOUSTON,2019,5,25.15361559139785
LZ_HOUSTON,2019,6,27.226736111111112
LZ_HOUSTON,2019,7,30.01306451612903
LZ_HOUSTON,2019,8,126.69338709677419
LZ_HOUSTON,2019,9,80.77929166666667
LZ_HOUSTON,2019,10,30.642379032258063
LZ_HOUSTON,2019,11,24.18161111111111
LZ_HOUSTON,2019,12,18.919852150537633
LZ_LCRA,2016,1,19.317459677419354
LZ_LCRA,2016,2,15.488548850574713
LZ_LCRA,2016,3,16.796298788694482
LZ_LCRA,2016,4,18.392708333333335
LZ_LCRA,2016,5,18.182782258064517
LZ_LCRA,2016,6,24.164416666666668
LZ_LCRA,2016,7,27.592217741935485
LZ_LCRA,2016,8,31.175577956989247
LZ_LCRA,2016,9,27.039944444444444
LZ_LCRA,2016,10,26.068440860215055
LZ_LCRA,2016,11,19.541680555555555
LZ_LCRA,2016,12,25.487876344086022
LZ_LCRA,2017,1,23.43627688172043
LZ_LCRA,2017,2,20.66081845238095
LZ_LCRA,2017,3,23.437133243606997
LZ_LCRA,2017,4,24.477416666666667
LZ_LCRA,2017,5,25.63795698924731
LZ_LCRA,2017,6,28.639083333333332
LZ_LCRA,2017,7,31.9057123655914
LZ_LCRA,2017,8,27.678010752688174
LZ_LCRA,2017,9,24.813430555555556
LZ_LCRA,2017,10,24.484260752688172
LZ_LCRA,2017,11,23.047125
LZ_LCRA,2017,12,21.11766129032258
LZ_LCRA,2018,1,38.992567204301075
LZ_LCRA,2018,2,21.762247023809525
LZ_LCRA,2018,3,22.05130551816958
LZ_LCRA,2018,4,22.64402777777778
LZ_LCRA,2018,5,34.73540322580645
LZ_LCRA,2018,6,30.365555555555556
LZ_LCRA,2018,7,79.06994623655913
LZ_LCRA,2018,8,31.807970430107527
LZ_LCRA,2018,9,27.18726388888889
LZ_LCRA,2018,10,30.069879032258065
LZ_LCRA,2018,11,30.515805555555556
LZ_LCRA,2018,12,30.58266129032258
LZ_LCRA,2019,1,24.93630376344086
LZ_LCRA,2019,2,21.666979166666668
LZ_LCRA,2019,3,27.649313593539702
LZ_LCRA,2019,4,23.31476388888889
LZ_LCRA,2019,5,24.508682795698924
LZ_LCRA,2019,6,24.519541666666665
LZ_LCRA,2019,7,29.747916666666665
LZ_LCRA,2019,8,126.67076612903226
LZ_LCRA,2019,9,82.4672361111111
LZ_LCRA,2019,10,29.015806451612903
LZ_LCRA,2019,11,24.485222222222223
LZ_LCRA,2019,12,19.456881720430108
LZ_NORTH,2016,1,19.187997311827957
LZ_NORTH,2016,2,15.46221264367816
LZ_NORTH,2016,3,17.461507402422612
LZ_NORTH,2016,4,19.08763888888889
LZ_NORTH,2016,5,18.182889784946237
LZ_NORTH,2016,6,23.562680555555556
LZ_NORTH,2016,7,27.41577956989247
LZ_NORTH,2016,8,30.148575268817204
LZ_NORTH,2016,9,26.60586111111111
LZ_NORTH,2016,10,24.53266129032258
LZ_NORTH,2016,11,18.830513888888888
LZ_NORTH,2016,12,25.28625
LZ_NORTH,2017,1,23.603024193548386
LZ_NORTH,2017,2,19.550014880952382
LZ_NORTH,2017,3,21.83940780619112
LZ_NORTH,2017,4,21.975805555555556
LZ_NORTH,2017,5,24.557513440860216
LZ_NORTH,2017,6,26.89373611111111
LZ_NORTH,2017,7,31.186841397849463
LZ_NORTH,2017,8,27.060362903225805
LZ_NORTH,2017,9,23.96840277777778
LZ_NORTH,2017,10,21.938427419354838
LZ_NORTH,2017,11,22.263166666666667
LZ_NORTH,2017,12,21.408131720430106
LZ_NORTH,2018,1,37.72852150537634
LZ_NORTH,2018,2,21.84046130952381
LZ_NORTH,2018,3,22.640551816958276
LZ_NORTH,2018,4,24.366888888888887
LZ_NORTH,2018,5,37.45188172043011
LZ_NORTH,2018,6,31.30161111111111
LZ_NORTH,2018,7,79.84618279569892
LZ_NORTH,2018,8,31.971586021505377
LZ_NORTH,2018,9,27.88584722222222
LZ_NORTH,2018,10,31.645416666666666
LZ_NORTH,2018,11,31.974125
LZ_NORTH,2018,12,31.131948924731184
LZ_NORTH,2019,1,24.367836021505376
LZ_NORTH,2019,2,20.851145833333334
LZ_NORTH,2019,3,28.594037685060567
LZ_NORTH,2019,4,23.718430555555557
LZ_NORTH,2019,5,24.011451612903226
LZ_NORTH,2019,6,25.207916666666666
LZ_NORTH,2019,7,29.83494623655914
LZ_NORTH,2019,8,126.60091397849462
LZ_NORTH,2019,9,80.77415277777777
LZ_NORTH,2019,10,28.732943548387098
LZ_NORTH,2019,11,24.15361111111111
LZ_NORTH,2019,12,19.006801075268818
LZ_RAYBN,2016,1,19.447943548387098
LZ_RAYBN,2016,2,15.400431034482759
LZ_RAYBN,2016,3,17.117240915208615
LZ_RAYBN,2016,4,18.85536111111111
LZ_RAYBN,2016,5,18.320994623655913
LZ_RAYBN,2016,6,23.315944444444444
LZ_RAYBN,2016,7,27.471075268817206
LZ_RAYBN,2016,8,30.149758064516128
LZ_RAYBN,2016,9,26.47026388888889
LZ_RAYBN,2016,10,24.452513440860216
LZ_RAYBN,2016,11,18.875319444444443
LZ_RAYBN,2016,12,25.319556451612904
LZ_RAYBN,2017,1,23.39010752688172
LZ_RAYBN,2017,2,20.369151785714287
LZ_RAYBN,2017,3,21.907160161507402
LZ_RAYBN,2017,4,22.213430555555554
LZ_RAYBN,2017,5,24.00133064516129
LZ_RAYBN,2017,6,26.125041666666668
LZ_RAYBN,2017,7,30.760497311827958
LZ_RAYBN,2017,8,26.824825268817204
LZ_RAYBN,2017,9,23.535680555555555
LZ_RAYBN,2017,10,21.379932795698924
LZ_RAYBN,2017,11,21.829180555555556
LZ_RAYBN,2017,12,21.31260752688172
LZ_RAYBN,2018,1,39.37014784946236
LZ_RAYBN,2018,2,22.403169642857144
LZ_RAYBN,2018,3,23.8057065948856
LZ_RAYBN,2018,4,27.198875
LZ_RAYBN,2018,5,40.95125
LZ_RAYBN,2018,6,31.94558333333333
LZ_RAYBN,2018,7,84.90190860215054
LZ_RAYBN,2018,8,32.51872311827957
LZ_RAYBN,2018,9,27.680888888888887
LZ_RAYBN,2018,10,30.624959677419355
LZ_RAYBN,2018,11,33.452444444444446
LZ_RAYBN,2018,12,31.55353494623656
LZ_RAYBN,2019,1,24.41149193548387
LZ_RAYBN,2019,2,21.066279761904763
LZ_RAYBN,2019,3,29.809798115746972
LZ_RAYBN,2019,4,24.998305555555557
LZ_RAYBN,2019,5,24.78815860215054
LZ_RAYBN,2019,6,25.458513888888888
LZ_RAYBN,2019,7,30.029717741935485
LZ_RAYBN,2019,8,126.89788978494623
LZ_RAYBN,2019,9,80.6986388888889
LZ_RAYBN,2019,10,28.554381720430108
LZ_RAYBN,2019,11,24.517569444444444
LZ_RAYBN,2019,12,19.085067204301076
LZ_SOUTH,2016,1,19.481720430107526
LZ_SOUTH,2016,2,15.935862068965518
LZ_SOUTH,2016,3,19.52114401076716
LZ_SOUTH,2016,4,20.738
LZ_SOUTH,2016,5,20.691747311827957
LZ_SOUTH,2016,6,27.471652777777777
LZ_SOUTH,2016,7,28.889583333333334
LZ_SOUTH,2016,8,31.823306451612904
LZ_SOUTH,2016,9,28.762013888888887
LZ_SOUTH,2016,10,30.03103494623656
LZ_SOUTH,2016,11,20.633388888888888
LZ_SOUTH,2016,12,26.326841397849464
LZ_SOUTH,2017,1,25.155483870967743
LZ_SOUTH,2017,2,21.793690476190477
LZ_SOUTH,2017,3,26.52820995962315
LZ_SOUTH,2017,4,28.549888888888887
LZ_SOUTH,2017,5,29.9797311827957
LZ_SOUTH,2017,6,36.78344444444444
LZ_SOUTH,2017,7,34.19329301075269
LZ_SOUTH,2017,8,33.457849462365594
LZ_SOUTH,2017,9,28.330347222222223
LZ_SOUTH,2017,10,28.464018817204302
LZ_SOUTH,2017,11,27.86572222222222
LZ_SOUTH,2017,12,25.404220430107525
LZ_SOUTH,2018,1,46.132567204301075
LZ_SOUTH,2018,2,25.19703869047619
LZ_SOUTH,2018,3,26.759973082099595
LZ_SOUTH,2018,4,28.186972222222224
LZ_SOUTH,2018,5,41.27442204301075
LZ_SOUTH,2018,6,32.25868055555556
LZ_SOUTH,2018,7,80.44756720430108
LZ_SOUTH,2018,8,33.690631720430105
LZ_SOUTH,2018,9,28.38376388888889
LZ_SOUTH,2018,10,32.12697580645161
LZ_SOUTH,2018,11,33.54448611111111
LZ_SOUTH,2018,12,32.11272849462365
LZ_SOUTH,2019,1,27.057903225806452
LZ_SOUTH,2019,2,23.728958333333335
LZ_SOUTH,2019,3,30.52948855989233
LZ_SOUTH,2019,4,27.147833333333335
LZ_SOUTH,2019,5,27.210994623655914
LZ_SOUTH,2019,6,27.259597222222222
LZ_SOUTH,2019,7,31.132163978494624
LZ_SOUTH,2019,8,127.1090188172043
LZ_SOUTH,2019,9,81.00911111111111
LZ_SOUTH,2019,10,32.942110215053766
LZ_SOUTH,2019,11,25.803708333333333
LZ_SOUTH,2019,12,19.786881720430106
LZ_WEST,2016,1,19.519260752688172
